StrongSeed,WeakSeed,Round,Slot
W11,Z16,6,R6CH
W12,Y01,6,R6CH
W12,Y02,6,R6CH
W12,Y03,6,R6CH
W12,Y04,6,R6CH
W12,Y05,6,R6CH
W12,Y06,6,R6CH
W12,Y07,6,R6CH
W12,Y08,6,R6CH
W12,Y09,6,R6CH
W12,Y10,6,R6CH
W12,Y11,6,R6CH
W12,Y12,6,R6CH
W12,Y13,6,R6CH
W12,Y14,6,R6CH
W12,Y15,6,R6CH
W12,Y16,6,R6CH
W12,Z01,6,R6CH
W12,Z02,6,R6CH
W12,Z03,6,R6CH
W12,Z04,6,R6CH
W12,Z05,6,R6CH
W12,Z06,6,R6CH
W12,Z07,6,R6CH
W12,Z08,6,R6CH
W12,Z09,6,R6CH
W12,Z10,6,R6CH
W12,Z11,6,R6CH
W12,Z12,6,R6CH
W12,Z13,6,R6CH
W12,Z14,6,R6CH
W12,Z15,6,R6CH
W12,Z16,6,R6CH
W13,Y01,6,R6CH
W13,Y02,6,R6CH
W13,Y03,6,R6CH
W13,Y04,6,R6CH
W13,Y05,6,R6CH
W13,Y06,6,R6CH
W13,Y07,6,R6CH
W13,Y08,6,R6CH
W13,Y09,6,R6CH
W13,Y10,6,R6CH
W13,Y11,6,R6CH
W13,Y12,6,R6CH
W13,Y13,6,R6CH
W13,Y14,6,R6CH
W13,Y15,6,R6CH
W13,Y16,6,R6CH
W13,Z01,6,R6CH
W13,Z02,6,R6CH
W13,Z03,6,R6CH
W13,Z04,6,R6CH
W13,Z05,6,R6CH
W13,Z06,6,R6CH
W13,Z07,6,R6CH
W13,Z08,6,R6CH
W13,Z09,6,R6CH
W13,Z10,6,R6CH
W13,Z11,6,R6CH
W13,Z12,6,R6CH
W13,Z13,6,R6CH
W13,Z14,6,R6CH
W13,Z15,6,R6CH
W13,Z16,6,R6CH
W14,Y01,6,R6CH
W14,Y02,6,R6CH
W14,Y03,6,R6CH
W14,Y04,6,R6CH
W14,Y05,6,R6CH
W14,Y06,6,R6CH
W14,Y07,6,R6CH
W14,Y08,6,R6CH
W14,Y09,6,R6CH
W14,Y10,6,R6CH
W14,Y11,6,R6CH
W14,Y12,6,R6CH
W14,Y13,6,R6CH
W14,Y14,6,R6CH
W14,Y15,6,R6CH
W14,Y16,6,R6CH
W14,Z01,6,R6CH
W14,Z02,6,R6CH
W14,Z03,6,R6CH
W14,Z04,6,R6CH
W14,Z05,6,R6CH
W14,Z06,6,R6CH
W14,Z07,6,R6CH
W14,Z08,6,R6CH
W14,Z09,6,R6CH
W14,Z10,6,R6CH
W14,Z11,6,R6CH
W14,Z12,6,R6CH
W14,Z13,6,R6CH
W14,Z14,6,R6CH
W14,Z15,6,R6CH
W14,Z16,6,R6CH
W15,Y01,6,R6CH
W15,Y02,6,R6CH
W15,Y03,6,R6CH
W15,Y04,6,R6CH
W15,Y05,6,R6CH
W15,Y06,6,R6CH
W15,Y07,6,R6CH
W15,Y08,6,R6CH
W15,Y09,6,R6CH
W15,Y10,6,R6CH
W15,Y11,6,R6CH
W15,Y12,6,R6CH
W15,Y13,6,R6CH
W15,Y14,6,R6CH
W15,Y15,6,R6CH
W15,Y16,6,R6CH
W15,Z01,6,R6CH
W15,Z02,6,R6CH
W15,Z03,6,R6CH
W15,Z04,6,R6CH
W15,Z05,6,R6CH
W15,Z06,6,R6CH
W15,Z07,6,R6CH
W15,Z08,6,R6CH
W15,Z09,6,R6CH
W15,Z10,6,R6CH
W15,Z11,6,R6CH
W15,Z12,6,R6CH
W15,Z13,6,R6CH
W15,Z14,6,R6CH
W15,Z15,6,R6CH
W15,Z16,6,R6CH
W16,Y01,6,R6CH
W16,Y02,6,R6CH
W16,Y03,6,R6CH
W16,Y04,6,R6CH
W16,Y05,6,R6CH
W16,Y06,6,R6CH
W16,Y07,6,R6CH
W16,Y08,6,R6CH
W16,Y09,6,R6CH
W16,Y10,6,R6CH
W16,Y11,6,R6CH
W16,Y12,6,R6CH
W16,Y13,6,R6CH
W16,Y14,6,R6CH
W16,Y15,6,R6CH
W16,Y16,6,R6CH
W16,Z01,6,R6CH
W16,Z02,6,R6CH
W16,Z03,6,R6CH
W16,Z04,6,R6CH
W16,Z05,6,R6CH
W16,Z06,6,R6CH
W16,Z07,6,R6CH
W16,Z08,6,R6CH
W16,Z09,6,R6CH
W16,Z10,6,R6CH
W16,Z11,6,R6CH
W16,Z12,6,R6CH
W16,Z13,6,R6CH
W16,Z14,6,R6CH
W16,Z15,6,R6CH
W16,Z16,6,R6CH
X01,Y01,6,R6CH
X01,Y02,6,R6CH
X01,Y03,6,R6CH
X01,Y04,6,R6CH
X01,Y05,6,R6CH
X01,Y06,6,R6CH
X01,Y07,6,R6CH
X01,Y08,6,R6CH
X01,Y09,6,R6CH
X01,Y10,6,R6CH
X01,Y11,6,R6CH
X01,Y12,6,R6CH
X01,Y13,6,R6CH
X01,Y14,6,R6CH
X01,Y15,6,R6CH
X01,Y16,6,R6CH
X01,Z01,6,R6CH
X01,Z02,6,R6CH
X01,Z03,6,R6CH
X01,Z04,6,R6CH
X01,Z05,6,R6CH
X01,Z06,6,R6CH
X01,Z07,6,R6CH
X01,Z08,6,R6CH
X01,Z09,6,R6CH
X01,Z10,6,R6CH
X01,Z11,6,R6CH
X01,Z12,6,R6CH
X01,Z13,6,R6CH
X01,Z14,6,R6CH
X01,Z15,6,R6CH
X01,Z16,6,R6CH
X02,Y01,6,R6CH
X02,Y02,6,R6CH
X02,Y03,6,R6CH
X02,Y04,6,R6CH
X02,Y05,6,R6CH
X02,Y06,6,R6CH
X02,Y07,6,R6CH
X02,Y08,6,R6CH
X02,Y09,6,R6CH
X02,Y10,6,R6CH
X02,Y11,6,R6CH
X02,Y12,6,R6CH
X02,Y13,6,R6CH
X02,Y14,6,R6CH
X02,Y15,6,R6CH
X02,Y16,6,R6CH
X02,Z01,6,R6CH
X02,Z02,6,R6CH
X02,Z03,6,R6CH
X02,Z04,6,R6CH
X02,Z05,6,R6CH
X02,Z06,6,R6CH
X02,Z07,6,R6CH
X02,Z08,6,R6CH
X02,Z09,6,R6CH
X02,Z10,6,R6CH
X02,Z11,6,R6CH
X02,Z12,6,R6CH
X02,Z13,6,R6CH
X02,Z14,6,R6CH
X02,Z15,6,R6CH
X02,Z16,6,R6CH
X03,Y01,6,R6CH
X03,Y02,6,R6CH
X03,Y03,6,R6CH
X03,Y04,6,R6CH
X03,Y05,6,R6CH
X03,Y06,6,R6CH
X03,Y07,6,R6CH
X03,Y08,6,R6CH
X03,Y09,6,R6CH
X03,Y10,6,R6CH
X03,Y11,6,R6CH
X03,Y12,6,R6CH
X03,Y13,6,R6CH
X03,Y14,6,R6CH
X03,Y15,6,R6CH
X03,Y16,6,R6CH
X03,Z01,6,R6CH
X03,Z02,6,R6CH
X03,Z03,6,R6CH
X03,Z04,6,R6CH
X03,Z05,6,R6CH
X03,Z06,6,R6CH
X03,Z07,6,R6CH
X03,Z08,6,R6CH
X03,Z09,6,R6CH
X03,Z10,6,R6CH
X03,Z11,6,R6CH
X03,Z12,6,R6CH
X03,Z13,6,R6CH
X03,Z14,6,R6CH
X03,Z15,6,R6CH
X03,Z16,6,R6CH
X04,Y01,6,R6CH
X04,Y02,6,R6CH
X04,Y03,6,R6CH
X04,Y04,6,R6CH
X04,Y05,6,R6CH
X04,Y06,6,R6CH
X04,Y07,6,R6CH
X04,Y08,6,R6CH
X04,Y09,6,R6CH
X04,Y10,6,R6CH
X04,Y11,6,R6CH
X04,Y12,6,R6CH
X04,Y13,6,R6CH
X04,Y14,6,R6CH
X04,Y15,6,R6CH
X04,Y16,6,R6CH
X04,Z01,6,R6CH
X04,Z02,6,R6CH
X04,Z03,6,R6CH
X04,Z04,6,R6CH
X04,Z05,6,R6CH
X04,Z06,6,R6CH
X04,Z07,6,R6CH
X04,Z08,6,R6CH
X04,Z09,6,R6CH
X04,Z10,6,R6CH
X04,Z11,6,R6CH
X04,Z12,6,R6CH
X04,Z13,6,R6CH
X04,Z14,6,R6CH
X04,Z15,6,R6CH
X04,Z16,6,R6CH
X05,Y01,6,R6CH
X05,Y02,6,R6CH
X05,Y03,6,R6CH
X05,Y04,6,R6CH
X05,Y05,6,R6CH
X05,Y06,6,R6CH
X05,Y07,6,R6CH
X05,Y08,6,R6CH
X05,Y09,6,R6CH
X05,Y10,6,R6CH
X05,Y11,6,R6CH
X05,Y12,6,R6CH
X05,Y13,6,R6CH
X05,Y14,6,R6CH
X05,Y15,6,R6CH
X05,Y16,6,R6CH
X05,Z01,6,R6CH
X05,Z02,6,R6CH
X05,Z03,6,R6CH
X05,Z04,6,R6CH
X05,Z05,6,R6CH
X05,Z06,6,R6CH
X05,Z07,6,R6CH
X05,Z08,6,R6CH
X05,Z09,6,R6CH
X05,Z10,6,R6CH
X05,Z11,6,R6CH
X05,Z12,6,R6CH
X05,Z13,6,R6CH
X05,Z14,6,R6CH
X05,Z15,6,R6CH
X05,Z16,6,R6CH
X06,Y01,6,R6CH
X06,Y02,6,R6CH
X06,Y03,6,R6CH
X06,Y04,6,R6CH
X06,Y05,6,R6CH
X06,Y06,6,R6CH
X06,Y07,6,R6CH
X06,Y08,6,R6CH
X06,Y09,6,R6CH
X06,Y10,6,R6CH
X06,Y11,6,R6CH
X06,Y12,6,R6CH
X06,Y13,6,R6CH
X06,Y14,6,R6CH
X06,Y15,6,R6CH
X06,Y16,6,R6CH
X06,Z01,6,R6CH
X06,Z02,6,R6CH
X06,Z03,6,R6CH
X06,Z04,6,R6CH
X06,Z05,6,R6CH
X06,Z06,6,R6CH
X06,Z07,6,R6CH
X06,Z08,6,R6CH
X06,Z09,6,R6CH
X06,Z10,6,R6CH
X06,Z11,6,R6CH
X06,Z12,6,R6CH
X06,Z13,6,R6CH
X06,Z14,6,R6CH
X06,Z15,6,R6CH
X06,Z16,6,R6CH
X07,Y01,6,R6CH
X07,Y02,6,R6CH
X07,Y03,6,R6CH
X07,Y04,6,R6CH
X07,Y05,6,R6CH
X07,Y06,6,R6CH
X07,Y07,6,R6CH
X07,Y08,6,R6CH
X07,Y09,6,R6CH
X07,Y10,6,R6CH
X07,Y11,6,R6CH
X07,Y12,6,R6CH
X07,Y13,6,R6CH
X07,Y14,6,R6CH
X07,Y15,6,R6CH
X07,Y16,6,R6CH
X07,Z01,6,R6CH
X07,Z02,6,R6CH
X07,Z03,6,R6CH
X07,Z04,6,R6CH
X07,Z05,6,R6CH
X07,Z06,6,R6CH
X07,Z07,6,R6CH
X07,Z08,6,R6CH
X07,Z09,6,R6CH
X07,Z10,6,R6CH
X07,Z11,6,R6CH
X07,Z12,6,R6CH
X07,Z13,6,R6CH
X07,Z14,6,R6CH
X07,Z15,6,R6CH
X07,Z16,6,R6CH
X08,Y01,6,R6CH
X08,Y02,6,R6CH
X08,Y03,6,R6CH
X08,Y04,6,R6CH
X08,Y05,6,R6CH
X08,Y06,6,R6CH
X08,Y07,6,R6CH
X08,Y08,6,R6CH
X08,Y09,6,R6CH
X08,Y10,6,R6CH
X08,Y11,6,R6CH
X08,Y12,6,R6CH
X08,Y13,6,R6CH
X08,Y14,6,R6CH
X08,Y15,6,R6CH
X08,Y16,6,R6CH
X08,Z01,6,R6CH
X08,Z02,6,R6CH
X08,Z03,6,R6CH
X08,Z04,6,R6CH
X08,Z05,6,R6CH
X08,Z06,6,R6CH
X08,Z07,6,R6CH
X08,Z08,6,R6CH
X08,Z09,6,R6CH
X08,Z10,6,R6CH
X08,Z11,6,R6CH
X08,Z12,6,R6CH
X08,Z13,6,R6CH
X08,Z14,6,R6CH
X08,Z15,6,R6CH
X08,Z16,6,R6CH
X09,Y01,6,R6CH
X09,Y02,6,R6CH
X09,Y03,6,R6CH
X09,Y04,6,R6CH
X09,Y05,6,R6CH
X09,Y06,6,R6CH
X09,Y07,6,R6CH
X09,Y08,6,R6CH
X09,Y09,6,R6CH
X09,Y10,6,R6CH
X09,Y11,6,R6CH
X09,Y12,6,R6CH
X09,Y13,6,R6CH
X09,Y14,6,R6CH
X09,Y15,6,R6CH
X09,Y16,6,R6CH
X09,Z01,6,R6CH
X09,Z02,6,R6CH
X09,Z03,6,R6CH
X09,Z04,6,R6CH
X09,Z05,6,R6CH
X09,Z06,6,R6CH
X09,Z07,6,R6CH
X09,Z08,6,R6CH
X09,Z09,6,R6CH
X09,Z10,6,R6CH
X09,Z11,6,R6CH
X09,Z12,6,R6CH
X09,Z13,6,R6CH
X09,Z14,6,R6CH
X09,Z15,6,R6CH
X09,Z16,6,R6CH
X10,Y01,6,R6CH
X10,Y02,6,R6CH
X10,Y03,6,R6CH
X10,Y04,6,R6CH
X10,Y05,6,R6CH
X10,Y06,6,R6CH
X10,Y07,6,R6CH
X10,Y08,6,R6CH
X10,Y09,6,R6CH
X10,Y10,6,R6CH
X10,Y11,6,R6CH
X10,Y12,6,R6CH
X10,Y13,6,R6CH
X10,Y14,6,R6CH
X10,Y15,6,R6CH
X10,Y16,6,R6CH
X10,Z01,6,R6CH
X10,Z02,6,R6CH
X10,Z03,6,R6CH
X10,Z04,6,R6CH
X10,Z05,6,R6CH
X10,Z06,6,R6CH
X10,Z07,6,R6CH
X10,Z08,6,R6CH
X10,Z09,6,R6CH
X10,Z10,6,R6CH
X10,Z11,6,R6CH
X10,Z12,6,R6CH
X10,Z13,6,R6CH
X10,Z14,6,R6CH
X10,Z15,6,R6CH
X10,Z16,6,R6CH
X11,Y01,6,R6CH
X11,Y02,6,R6CH
X11,Y03,6,R6CH
X11,Y04,6,R6CH
X11,Y05,6,R6CH
X11,Y06,6,R6CH
X11,Y07,6,R6CH
X11,Y08,6,R6CH
X11,Y09,6,R6CH
X11,Y10,6,R6CH
X11,Y11,6,R6CH
X11,Y12,6,R6CH
X11,Y13,6,R6CH
X11,Y14,6,R6CH
X11,Y15,6,R6CH
X11,Y16,6,R6CH
X11,Z01,6,R6CH
X11,Z02,6,R6CH
X11,Z03,6,R6CH
X11,Z04,6,R6CH
X11,Z05,6,R6CH
X11,Z06,6,R6CH
X11,Z07,6,R6CH
X11,Z08,6,R6CH
X11,Z09,6,R6CH
X11,Z10,6,R6CH
X11,Z11,6,R6CH
X11,Z12,6,R6CH
X11,Z13,6,R6CH
X11,Z14,6,R6CH
X11,Z15,6,R6CH
X11,Z16,6,R6CH
X12,Y01,6,R6CH
X12,Y02,6,R6CH
X12,Y03,6,R6CH
X12,Y04,6,R6CH
X12,Y05,6,R6CH
X12,Y06,6,R6CH
X12,Y07,6,R6CH
X12,Y08,6,R6CH
X12,Y09,6,R6CH
X12,Y10,6,R6CH
X12,Y11,6,R6CH
X12,Y12,6,R6CH
X12,Y13,6,R6CH
X12,Y14,6,R6CH
X12,Y15,6,R6CH
X12,Y16,6,R6CH
X12,Z01,6,R6CH
X12,Z02,6,R6CH
X12,Z03,6,R6CH
X12,Z04,6,R6CH
X12,Z05,6,R6CH
X12,Z06,6,R6CH
X12,Z07,6,R6CH
X12,Z08,6,R6CH
X12,Z09,6,R6CH
X12,Z10,6,R6CH
X12,Z11,6,R6CH
X12,Z12,6,R6CH
X12,Z13,6,R6CH
X12,Z14,6,R6CH
X12,Z15,6,R6CH
X12,Z16,6,R6CH
X13,Y01,6,R6CH
X13,Y02,6,R6CH
X13,Y03,6,R6CH
X13,Y04,6,R6CH
X13,Y05,6,R6CH
X13,Y06,6,R6CH
X13,Y07,6,R6CH
X13,Y08,6,R6CH
X13,Y09,6,R6CH
X13,Y10,6,R6CH
X13,Y11,6,R6CH
X13,Y12,6,R6CH
X13,Y13,6,R6CH
X13,Y14,6,R6CH
X13,Y15,6,R6CH
X13,Y16,6,R6CH
X13,Z01,6,R6CH
X13,Z02,6,R6CH
X13,Z03,6,R6CH
X13,Z04,6,R6CH
X13,Z05,6,R6CH
X13,Z06,6,R6CH
X13,Z07,6,R6CH
X13,Z08,6,R6CH
X13,Z09,6,R6CH
X13,Z10,6,R6CH
X13,Z11,6,R6CH
X13,Z12,6,R6CH
X13,Z13,6,R6CH
X13,Z14,6,R6CH
X13,Z15,6,R6CH
X13,Z16,6,R6CH
X14,Y01,6,R6CH
X14,Y02,6,R6CH
X14,Y03,6,R6CH
X14,Y04,6,R6CH
X14,Y05,6,R6CH
X14,Y06,6,R6CH
X14,Y07,6,R6CH
X14,Y08,6,R6CH
X14,Y09,6,R6CH
X14,Y10,6,R6CH
X14,Y11,6,R6CH
X14,Y12,6,R6CH
X14,Y13,6,R6CH
X14,Y14,6,R6CH
X14,Y15,6,R6CH
X14,Y16,6,R6CH
X14,Z01,6,R6CH
X14,Z02,6,R6CH
X14,Z03,6,R6CH
X14,Z04,6,R6CH
X14,Z05,6,R6CH
X14,Z06,6,R6CH
X14,Z07,6,R6CH
X14,Z08,6,R6CH
X14,Z09,6,R6CH
X14,Z10,6,R6CH
X14,Z11,6,R6CH
X14,Z12,6,R6CH
X14,Z13,6,R6CH
X14,Z14,6,R6CH
X14,Z15,6,R6CH
X14,Z16,6,R6CH
X15,Y01,6,R6CH
X15,Y02,6,R6CH
X15,Y03,6,R6CH
X15,Y04,6,R6CH
X15,Y05,6,R6CH
X15,Y06,6,R6CH
X15,Y07,6,R6CH
X15,Y08,6,R6CH
X15,Y09,6,R6CH
X15,Y10,6,R6CH
X15,Y11,6,R6CH
X15,Y12,6,R6CH
X15,Y13,6,R6CH
X15,Y14,6,R6CH
X15,Y15,6,R6CH
X15,Y16,6,R6CH
X15,Z01,6,R6CH
X15,Z02,6,R6CH
X15,Z03,6,R6CH
X15,Z04,6,R6CH
X15,Z05,6,R6CH
X15,Z06,6,R6CH
X15,Z07,6,R6CH
X15,Z08,6,R6CH
X15,Z09,6,R6CH
X15,Z10,6,R6CH
X15,Z11,6,R6CH
X15,Z12,6,R6CH
X15,Z13,6,R6CH
X15,Z14,6,R6CH
X15,Z15,6,R6CH
X15,Z16,6,R6CH
X16,Y01,6,R6CH
X16,Y02,6,R6CH
X16,Y03,6,R6CH
X16,Y04,6,R6CH
X16,Y05,6,R6CH
X16,Y06,6,R6CH
X16,Y07,6,R6CH
X16,Y08,6,R6CH
X16,Y09,6,R6CH
X16,Y10,6,R6CH
X16,Y11,6,R6CH
X16,Y12,6,R6CH
X16,Y13,6,R6CH
X16,Y14,6,R6CH
X16,Y15,6,R6CH
X16,Y16,6,R6CH
X16,Z01,6,R6CH
X16,Z02,6,R6CH
X16,Z03,6,R6CH
X16,Z04,6,R6CH
X16,Z05,6,R6CH
X16,Z06,6,R6CH
X16,Z07,6,R6CH
X16,Z08,6,R6CH
X16,Z09,6,R6CH
X16,Z10,6,R6CH
X16,Z11,6,R6CH
X16,Z12,6,R6CH
X16,Z13,6,R6CH
X16,Z14,6,R6CH
X16,Z15,6,R6CH
X16,Z16,6,R6CH
